method,seed,test_fold,n_edges,prevalence,reported_mcc,oracle_mcc,gap,auroc,auprc,pred_pos_rate_at_05,true_pos_rate_at_05,optimal_threshold,reported_threshold
E4.1_cic_ids2018,0,lycos_ids2017,1837486,0.24044972315435328,0.08449133266620709,0.1862112818020128,0.1017199491358057,0.22941161312469738,0.21117768392025998,0.10575590780011385,0.3454470603370642,0.8871747255325317,0.5
E4.1_cic_ids2018,0,unsw_nb15,2538252,0.1258692990294108,0.2649585917321806,0.7983451337910752,0.5333865420588946,0.8584923321984538,0.7607211881157458,0.40649903949647237,0.23206502829529452,0.8506333231925964,0.5
E4.1_lycos_ids2017,0,cic_ids2018,8392401,0.12144355351942787,-0.025410265846155897,0.5549039168586631,0.580314182704819,0.8207046416243,0.2856080182439348,0.00666805601877222,0.020139025392684192,0.32230669260025024,0.5
E4.1_lycos_ids2017,0,unsw_nb15,2538252,0.1258692990294108,-0.009613264056724417,0.2134359774114597,0.2230492414681841,0.506898617358398,0.12321391840721037,0.0006413862768550956,0.0,0.3039858639240265,0.5
E4.1_ton_iot,0,cic_ids2018,8392401,0.12144355351942787,-0.20102291348225923,0.34573634888440463,0.5467592623666638,0.6277533624909714,0.23135150998712137,0.252220669627202,0.008382241157026122,0.47520291805267334,0.5
E4.1_ton_iot,0,lycos_ids2017,1837486,0.24044972315435328,0.16782542575287984,0.3351359875937133,0.16731056184083348,0.5896237178720118,0.27669042585137094,0.625894292527943,0.2958988654623363,0.8045954704284668,0.5
E4.1_ton_iot,0,unsw_nb15,2538252,0.1258692990294108,0.15177532960356668,0.27412783764930004,0.12235250804573336,0.4684608444205719,0.11307982277646568,0.6159085071143449,0.1656258335566812,0.48034390807151794,0.5
E4.1_unsw_nb15,0,cic_ids2018,8392401,0.12144355351942787,0.5820816572466035,0.6244607056615226,0.04237904841491902,0.8467612188843903,0.33058871038215,0.24980229138240653,0.45093613414353184,0.8913455605506897,0.5
E4.1_unsw_nb15,0,lycos_ids2017,1837486,0.24044972315435328,-0.24394989821777885,0.1348115781679523,0.37876147638573116,0.22889098175968803,0.15956957555812526,0.36012356012508395,0.10148219342866037,1.754801814968232e-06,0.5
E4.2_dann,0,cic_ids2018,8392401,0.12144355351942787,0.5247553903279534,0.5426507166876263,0.017895326359672947,0.8150478065190786,0.2614506843842375,0.2932987830300292,0.3875110147102496,0.562157928943634,0.5
E4.2_dann,0,lycos_ids2017,1837486,0.24044972315435328,-0.16595076343459292,0.05654809141205636,0.22249885484664927,0.28418445385148844,0.21790282662342775,0.28536707218449553,0.12821965145949904,0.06035523861646652,0.5
E4.2_dann,0,unsw_nb15,2538252,0.1258692990294108,0.8153109300269578,0.8243048853048134,0.008993955277855625,0.8146988841142458,0.7698648749869588,0.09498623462130631,0.960642723528509,0.5928394198417664,0.5
E4.3_graphstats,0,cic_ids2018,8392401,0.12144355351942787,-0.09161016328048717,0.21139491840304636,0.3030050816835335,0.6248660646989976,0.14132799602253576,0.08171249205084456,0.02112971809543808,2.7916216822632123e-06,0.5
E4.3_graphstats,0,lycos_ids2017,1837486,0.24044972315435328,-0.11096913275734453,0.05878501468258182,0.16975414743992634,0.3827021999185868,0.1828007738485588,0.07431566825543161,0.07307731739824538,1.3528040666843655e-11,0.5
E4.3_graphstats,0,unsw_nb15,2538252,0.1258692990294108,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,0.2611166476476484,0.08005404770628433,0.15368883783012877,0.026318825124775378,5.583887688122889e-18,0.5
E5.0_dann,1,cic_ids2018,8392401,0.12144355351942787,0.4951009651321379,0.5088041636311728,0.013703198499034841,0.7770315095317217,0.22398040058299973,0.3170279875806697,0.3588095433180011,0.5867713093757629,0.5
E5.0_dann,1,lycos_ids2017,1837486,0.24044972315435328,-0.17843147533816037,0.13171121144317635,0.3101426867813367,0.23052309080979758,0.16794450383768447,0.2968746428544217,0.12309739818112825,0.0026026626583188772,0.5
E5.0_dann,1,unsw_nb15,2538252,0.1258692990294108,0.2473481149474873,0.6382700244367296,0.3909219094892423,0.8256602773970608,0.6905731047317603,0.4784292497356448,0.21153450255028516,0.874494731426239,0.5
E5.0_dann,2,cic_ids2018,8392401,0.12144355351942787,0.5344330578652979,0.5651812829473924,0.030748225082094516,0.8430032954795434,0.3040445601903058,0.286024345118876,0.3972507437206068,0.6448498368263245,0.5
E5.0_dann,2,lycos_ids2017,1837486,0.24044972315435328,-0.2763494678430158,0.19977417274750245,0.47612364059051826,0.24204014188012718,0.16276805243434558,0.3919931906964189,0.09336620934578402,0.008999255485832691,0.5
E5.0_dann,2,unsw_nb15,2538252,0.1258692990294108,0.2517014899406095,0.6938140301387836,0.44211254019817414,0.8396409529367793,0.6847001651280124,0.488111503507138,0.21136849751805964,0.9141238927841187,0.5
E5.1_dann_no_grl,0,cic_ids2018,8392401,0.12144355351942787,0.5393726502974693,0.6532371543065749,0.11386450400910564,0.8958441431508563,0.4075535009339151,0.28023160475768494,0.40380072250550214,0.6432489156723022,0.5
E5.1_dann_no_grl,0,lycos_ids2017,1837486,0.24044972315435328,-0.1759371092602239,0.04207274628424415,0.21800985554446806,0.2022191259809858,0.1580866969558727,0.2947407490451628,0.1241437123094933,0.0036861186381429434,0.5
E5.1_dann_no_grl,0,unsw_nb15,2538252,0.1258692990294108,0.2691330389033604,0.5466847378785294,0.27755169897516907,0.7958154615118522,0.3232958969567235,0.5090018642750995,0.21354824977263492,0.6100634932518005,0.5
E5.2_source_gated,0,cic_ids2018,8392401,0.12144355351942787,0.46557935845853565,0.5274747478283559,0.06189538936982025,0.8722261303535596,0.39394010932800144,0.15372394622230276,0.4782650822059773,0.42732658982276917,0.5
E5.2_source_gated,0,lycos_ids2017,1837486,0.24044972315435328,-0.18534034805207955,0.059383938497912576,0.24472428654999212,0.2856734307173816,0.16841622638767445,0.3171801036851437,0.12423517623118181,1.0413280904231215e-07,0.5
E5.2_source_gated,0,unsw_nb15,2538252,0.1258692990294108,0.416237256943388,0.7442513394155946,0.32801408247220665,0.8787009700198951,0.7983667638209176,0.3329346337558288,0.321300433572524,0.867656409740448,0.5
E5.3_cdan,0,cic_ids2018,8392401,0.12144355351942787,0.5349302563472623,0.5880987839376981,0.05316852759043578,0.8646135994696561,0.3391483497030791,0.28614695603796814,0.39742448343924114,0.5760838389396667,0.5
E5.3_cdan,0,lycos_ids2017,1837486,0.24044972315435328,-0.29812063545556095,0.13171121144317635,0.4298318468987373,0.17813339771138448,0.15276118959241955,0.41290491464968987,0.08853088214554498,0.0067375823855400085,0.5
E5.3_cdan,0,unsw_nb15,2538252,0.1258692990294108,0.1954958722892601,0.21366999978625806,0.018174127496997955,0.527385660758679,0.12711325407631277,0.5187380921988833,0.18832935365097883,0.5623548626899719,0.5
E5.4_dropedge_p20_dann,0,cic_ids2018,8392401,0.12144355351942787,0.5009364555917057,0.5921620407374796,0.09122558514577384,0.8712586981530003,0.34599494443425477,0.3123935569808926,0.3642016041303993,0.5587995648384094,0.5
E5.4_dropedge_p20_dann,0,lycos_ids2017,1837486,0.24044972315435328,-0.215229854454892,0.16364994719242637,0.3788798016473184,0.260519272254089,0.16625640514244547,0.33219300718481665,0.11003604193971167,0.01261739619076252,0.5
E5.4_dropedge_p20_dann,0,unsw_nb15,2538252,0.1258692990294108,0.2596230726422756,0.6993809424742519,0.4397578698319763,0.81895245797253,0.7399025177388082,0.44290243837097343,0.2224528063561757,0.7532744407653809,0.5
E5.4_dropedge_p50_dann,0,cic_ids2018,8392401,0.12144355351942787,0.4936100210041892,0.5089252771642765,0.015315256160087276,0.7812849630813743,0.22615006674688992,0.318503846515437,0.3572905770718575,0.5872861742973328,0.5
E5.4_dropedge_p50_dann,0,lycos_ids2017,1837486,0.24044972315435328,-0.16292671080042578,0.23635790771273393,0.3992846185131597,0.3578260287171566,0.19276601445678332,0.28233575657175075,0.1294401566728606,0.0054977694526314735,0.5
E5.4_dropedge_p50_dann,0,unsw_nb15,2538252,0.1258692990294108,0.21829137950680796,0.2690112173267551,0.05071983781994713,0.658579052919936,0.19051870010222172,0.44915280279499437,0.20605615654573475,0.6384819746017456,0.5
E6.1_anomal_e,0,cic_ids2018,8392401,0.12144355351942787,-0.12339645066880973,0.21013121563890297,0.3335276663077127,0.5562297187222799,0.12056051362316864,0.2053648294451135,0.04215772055069208,0.436673104763031,0.5
E6.1_anomal_e,0,lycos_ids2017,1837486,0.24044972315435328,-0.18876963359018262,0.0,0.18876963359018262,0.26803667459987324,0.15967867995131196,0.15070591014026774,0.04894193268814098,0.6002016530761719,0.5
E6.1_anomal_e,0,unsw_nb15,2538252,0.1258692990294108,0.033747803390998705,0.3640314176153403,0.3302836142243416,0.775676016819856,0.22846234725819098,0.012379779470281122,0.2258536740604016,0.42517954111099243,0.5
E6.1_anomal_e,1,cic_ids2018,8392401,0.12144355351942787,0.07309564644996909,0.20817636189407202,0.13508071544410294,0.5512259344124084,0.2005819765455878,0.1582957010752942,0.17650007790852862,0.5446734428405762,0.5
E6.1_anomal_e,1,lycos_ids2017,1837486,0.24044972315435328,-0.11904088680688679,0.0,0.11904088680688679,0.2852377158441778,0.1655948527498659,0.0885470692021599,0.07723227455993706,0.5860029326210022,0.5
E6.1_anomal_e,1,unsw_nb15,2538252,0.1258692990294108,0.1823657393358296,0.5208490621830991,0.3384833228472695,0.8786346120475732,0.5398860265693342,0.015669444956607933,0.605310135016217,0.4760221242904663,0.5
E6.1_anomal_e,2,cic_ids2018,8392401,0.12144355351942787,-0.07144777633666792,0.17027850346454818,0.24172627980121608,0.5193864304019886,0.11315092813985969,0.2322552270798309,0.07901224053819582,0.4279848337173462,0.5
E6.1_anomal_e,2,lycos_ids2017,1837486,0.24044972315435328,-0.14793540310218967,0.07974541014945756,0.22768081325164724,0.3218549006618207,0.1870329011628738,0.11807436900199511,0.06766685103244838,0.5347037315368652,0.5
E6.1_anomal_e,2,unsw_nb15,2538252,0.1258692990294108,0.3821418278618187,0.5303830543648811,0.14824122650306237,0.8750319890866487,0.4645906444085847,0.06946512796995728,0.5898026315789474,0.4661271572113037,0.5
E6.2_msa,0,cic_ids2018,8392401,0.12144355351942787,0.27724217066347784,0.3137725469669096,0.036530376303431755,0.7747323833450499,0.275547552274812,0.3003762570449148,0.2596508042039321,0.4930107891559601,0.5
E6.2_msa,0,lycos_ids2017,1837486,0.24044972315435328,-0.0645935914401576,0.12873647111181444,0.19333006255197205,0.2869750620983488,0.18873078023153284,0.05939473824562473,0.1305973226311883,0.5538724660873413,0.5
E6.2_msa,0,unsw_nb15,2538252,0.1258692990294108,0.15793607111058644,0.3598629430691296,0.20192687195854314,0.8235867942576177,0.34130853307892844,0.040024000769033174,0.3824354519593271,0.46028396487236023,0.5
E6.2_msa,1,cic_ids2018,8392401,0.12144355351942787,0.3529165102756463,0.47109886945553653,0.11818235917989023,0.7013431381299218,0.3552316903112651,0.21774900889507068,0.3399373001641096,0.5163772106170654,0.5
E6.2_msa,1,lycos_ids2017,1837486,0.24044972315435328,-0.07332061713258238,0.04996955260065453,0.1232901697332369,0.40882850638447915,0.19595581489210825,0.042721958153694777,0.09212621495267576,0.3747999370098114,0.5
E6.2_msa,1,unsw_nb15,2538252,0.1258692990294108,0.30633540316477204,0.5305548383594417,0.2242194351946697,0.8728262759989254,0.5606164091647727,0.0191832804623024,0.8524398258440812,0.45152342319488525,0.5
E6.2_msa,2,cic_ids2018,8392401,0.12144355351942787,-0.02605205235824694,0.2457668897990175,0.27181894215726443,0.6413430444237398,0.19117236238706242,0.26392137363312357,0.10723208908256408,0.4606560468673706,0.5
E6.2_msa,2,lycos_ids2017,1837486,0.24044972315435328,-0.2032304325673014,0.05804797586110335,0.2612784084284047,0.2564791580710759,0.15756558188510364,0.15941291525486453,0.041011337605276546,0.3999580144882202,0.5
E6.2_msa,2,unsw_nb15,2538252,0.1258692990294108,0.2722117827181175,0.46815662242054823,0.1959448397024307,0.7897640039743739,0.3841644864269534,0.05514621873635872,0.4996177888908734,0.45980677008628845,0.5
E6.4_hybrid_E6.2,0,cic_ids2018,8392401,0.12144355351942787,0.1915267208622109,0.3366113842528456,0.1450846633906347,0.7419791136900041,0.30273995649957525,0.22808419187786666,0.23653387832036168,0.7951739430427551,0.5
E6.4_hybrid_E6.2,0,lycos_ids2017,1837486,0.24044972315435328,0.0,0.6093687147103947,0.6093687147103947,0.8009247650699568,0.5790364831658331,0.0,0.0,0.0011495689395815134,0.5
E6.4_hybrid_E6.2,0,unsw_nb15,2538252,0.1258692990294108,0.0,0.07724046638887079,0.07724046638887079,0.37637459115032607,0.1095060662299652,0.0,0.0,1.0424455049173886e-10,0.5
E7.1_lqe_tierA,0,cic_ids2018,8392401,0.12144355351942787,-0.1585037104285807,0.031237399989805893,0.1897411104183866,0.22307914071999269,0.0739102611835665,0.21103710368463088,0.0213374904297197,1.366642088385106e-08,0.5
E7.1_lqe_tierA,0,lycos_ids2017,1837486,0.24044972315435328,-0.2855990901227078,0.03914606949609382,0.3247451596188016,0.2263809343577518,0.15381148755943083,0.21181059338683397,0.005005151606247703,3.8317113649100065e-05,0.5
E7.1_lqe_tierA,0,unsw_nb15,2538252,0.1258692990294108,-0.045523042487701434,0.0,0.045523042487701434,0.4052154425311509,0.09887188433070598,0.3682376690730471,0.10609085462404245,0.9999784694442749,0.5
E7.1_lqe_tierA,1,cic_ids2018,8392401,0.12144355351942787,-0.05563775630156187,0.010936514091328117,0.06657427039288999,0.3444756313744662,0.08779514616699423,0.06792418522422844,0.05412185311035757,7.587402928166398e-11,0.5
E7.1_lqe_tierA,1,lycos_ids2017,1837486,0.24044972315435328,-0.21422111503147903,0.027041329062127584,0.24126244409360662,0.35455728947652676,0.1778520226047673,0.16587500530616286,0.03515500684070828,0.00034311876515857875,0.5
E7.1_lqe_tierA,1,unsw_nb15,2538252,0.1258692990294108,0.0437329368316346,0.050194439827380005,0.006461502995745404,0.40466753808429584,0.11012748588771662,0.19310178815972567,0.15552259451872014,0.4802343547344208,0.5
E7.1_lqe_tierA,2,cic_ids2018,8392401,0.12144355351942787,-0.05512408859882239,0.06320464642521512,0.11832873502403751,0.3860577595671748,0.09165354952022994,0.07347170374723515,0.05750205966876634,0.00010907025716733187,0.5
E7.1_lqe_tierA,2,lycos_ids2017,1837486,0.24044972315435328,-0.3434724161760249,0.03698590715254839,0.3804583233285733,0.21875073052136312,0.1541448686301562,0.27153839539457714,3.0063253084489767e-05,0.00045566807966679335,0.5
E7.1_lqe_tierA,2,unsw_nb15,2538252,0.1258692990294108,-0.21435600355140574,0.0,0.21435600355140574,0.3037901361668214,0.08384112318265756,0.32661099055570525,0.02377503103057703,0.9999977813491822,0.5
E7.1_lqe_tierB,0,cic_ids2018,8392401,0.12144355351942787,0.019214224697692562,0.03686134968544015,0.01764712498774759,0.4330797288418024,0.09780969922270111,0.8911620166862856,0.12363689798179942,0.34636369347572327,0.5
E7.1_lqe_tierB,0,lycos_ids2017,1837486,0.24044972315435328,0.26670130113285784,0.2928522998474257,0.026150998714567886,0.6920839922081188,0.458934000405798,0.27344480447742187,0.42623658824442584,0.7090858817100525,0.5
E7.1_lqe_tierB,0,unsw_nb15,2538252,0.1258692990294108,-0.21332237341040083,0.0421819766093358,0.25550435001973665,0.18701864889880512,0.07638676138127264,0.36226072115771013,0.03198446127226596,2.5465858470852254e-06,0.5
E7.2_lze,0,cic_ids2018,8392401,0.12144355351942787,-0.04638693740866256,0.0,0.04638693740866256,0.3411520474226608,0.08555341785424037,0.02445069057114883,0.02573586744639376,0.9999993310699463,0.5
E7.2_lze,0,lycos_ids2017,1837486,0.24044972315435328,0.08039706739088368,0.15740068772093063,0.07700362033004696,0.4345486513856561,0.24183106126440873,0.06883970816648399,0.36681371153906966,0.00046066101640462875,0.5
E7.2_lze,0,unsw_nb15,2538252,0.1258692990294108,-0.01760503323188788,0.012565700350152484,0.030170733582040365,0.4464259863521953,0.1142532912714729,0.06347990664441513,0.10343950151432402,0.2760081887245178,0.5
E7.4_lqe_hybrid,0,cic_ids2018,8392401,0.12144355351942787,-0.2008612724850209,0.09662508934058935,0.2974863618256102,0.35969219789975154,0.08837423254955913,0.2316950774873603,0.0019686517409813844,5.103457261824984e-13,0.5
E7.4_lqe_hybrid,0,lycos_ids2017,1837486,0.24044972315435328,0.11123802493148781,0.41820511668965504,0.3069670917581672,0.6159461110565252,0.39228860435012947,0.063315856556186,0.42329511268501485,0.2638366222381592,0.5
E7.4_lqe_hybrid,0,unsw_nb15,2538252,0.1258692990294108,-0.008591483975623464,0.4054007611505731,0.4139922451261966,0.785077668136601,0.34366533275097055,0.004013785865233239,0.08097762073027091,0.06824710965156555,0.5
E8.1_ts_sage_d60,0,cic_ids2018,8392401,0.12144355351942787,0.597961602155422,0.6319725561178723,0.03401095396245024,0.8798281849887027,0.391102444167918,0.24330760648829816,0.4658943600065624,0.7122529745101929,0.5
E8.1_ts_sage_d60,0,lycos_ids2017,1837486,0.24044972315435328,-0.12572837539927523,0.17711123192047548,0.3028396073197507,0.41293002091496145,0.20706247399266337,0.24857114557607513,0.1470292022261826,0.25089341402053833,0.5
E8.1_ts_sage_d60,0,unsw_nb15,2538252,0.1258692990294108,0.004618826745876861,0.2153064221199497,0.21068759537407283,0.5173219325786127,0.12540177038912487,0.7629368557574268,0.1267233179415097,0.631777822971344,0.5
E9.1_e1e,0,cic_ids2018,8392401,0.12144355351942787,-0.06552290673697587,0.5729018100422894,0.6384247167792653,0.8377533514870991,0.33807790872491494,0.03603998426671938,0.0107550700583875,0.3683227002620697,0.5
E9.1_e1e,0,lycos_ids2017,1837486,0.24044972315435328,0.036450482931626664,0.1835038684252609,0.14705338549363423,0.23013095566905367,0.2173458629074364,0.1301604474809604,0.2807189925073588,0.8844625353813171,0.5
E9.1_ts_sage_d60,0,cic_ids2018,8392401,0.12144355351942787,-0.006169865746505969,0.6413713002957886,0.6475411660422946,0.8673301370412775,0.36317100292322957,0.0018053236493346778,0.07405451785360702,0.42696189880371094,0.5
E9.1_ts_sage_d60,0,lycos_ids2017,1837486,0.24044972315435328,-0.038917702349163925,0.36175381456067857,0.4006715169098425,0.5633570672329208,0.26243128585196857,0.17841169946328841,0.20475918847935967,0.07326781749725342,0.5
E9.2_ts_sage_d15,0,lycos_ids2017,1837486,0.24044972315435328,0.00661865546063232,0.29221026156163826,0.2855916061010059,0.5187075518087828,0.2908422510121872,0.1477910579998977,0.24724190246129826,0.05302916467189789,0.5
P2.Q1b,0,cic_ids2018,8392401,0.12144355351942787,0.16196022945980504,0.34042243160048063,0.1784622021406756,0.7383893625785561,0.19773343435527527,0.2286848543104649,0.21860135524159618,0.008899514563381672,0.5
P3.5_scale_inv,0,cic_ids2018,8392401,0.12144355351942787,-0.011529445378340848,0.0,0.011529445378340848,0.3598005350616311,0.08744802488797884,0.0013271529804164506,0.01813611061231819,0.999989079071045,0.5
P3.5_scale_inv,0,lycos_ids2017,1837486,0.24044972315435328,-0.015460878305984698,0.03513905079776146,0.05059992910374616,0.41933615519930856,0.1965385797176356,0.0007635432324382336,0.0014255167498218105,1.0059724329385838e-15,0.5
P3.5_scale_inv,0,unsw_nb15,2538252,0.1258692990294108,-0.007269612542343649,0.29172447673772534,0.298994089280069,0.7092722075914042,0.1848393804132029,0.005508909280875185,0.09347064292355002,6.609908268728759e-06,0.5
P3.E1E,0,lycos_ids2017,1837486,0.24044972315435328,-0.3167223029272763,0.0,0.3167223029272763,0.179070953482866,0.14632922350391336,0.43120981602036695,0.08499612541049194,0.999734030796051,0.5
P3.E1E,0,unsw_nb15,2538252,0.1258692990294108,0.24865166059563604,0.3836404286989402,0.13498876810330418,0.7221842370182923,0.26793853275181945,0.5090452011856978,0.20686874315544257,0.6218405961990356,0.5
